C:\Users\jnajmon\PycharmProjects\ANN_derivatives_TO\venv\Scripts\python.exe "C:\Program Files\JetBrains\PyCharm 2021.2.3\plugins\python\helpers\pydev\pydevconsole.py" --mode=client --port=60715
import sys; print('Python %s on %s' % (sys.version, sys.platform))
sys.path.extend(['C:\\Users\\jnajmon\\PycharmProjects\\ANN_derivatives_TO', 'C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO'])
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)]
Type 'copyright', 'credits' or 'license' for more information
IPython 8.14.0 -- An enhanced Interactive Python. Type '?' for help.
PyDev console: using IPython 8.14.0
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)] on win32
runfile('C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO/Run_HBTO_ANN.py', wdir='C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO')
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|  11   |  10   |  70   | +1.6931e+02 | 1.39e+02 | 2.95e-02 | 2.44e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  12   |  11   |  79   | +1.6635e+02 | 1.39e+02 | 2.84e-02 | 2.03e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  13   |  12   |  112  | +1.5773e+02 | 1.39e+02 | 2.38e-02 | 1.89e-04 | 1.00e+00 |  2.00e-02   |   4   |
|  14   |  13   |  139  | +1.5321e+02 | 1.39e+02 | 2.07e-02 | 5.58e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  15   |  14   |  173  | +1.4972e+02 | 1.39e+02 | 2.00e-02 | 3.81e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  16   |  15   |  213  | +1.4671e+02 | 1.39e+02 | 1.92e-02 | 3.23e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  17   |  16   |  245  | +1.4425e+02 | 1.39e+02 | 1.84e-02 | 2.34e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  18   |  17   |  275  | +1.4230e+02 | 1.39e+02 | 1.87e-02 | 1.62e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  19   |  18   |  295  | +1.4069e+02 | 1.39e+02 | 1.88e-02 | 1.16e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  20   |  19   |  310  | +1.3943e+02 | 1.39e+02 | 1.88e-02 | 7.78e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  21   |  20   |  326  | +1.3838e+02 | 1.39e+02 | 1.88e-02 | 6.01e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  22   |  21   |  340  | +1.3750e+02 | 1.39e+02 | 1.87e-02 | 4.56e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  23   |  22   |  354  | +1.3671e+02 | 1.39e+02 | 1.87e-02 | 3.89e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  24   |  23   |  368  | +1.3599e+02 | 1.39e+02 | 1.86e-02 | 3.37e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  25   |  24   |  382  | +1.3534e+02 | 1.39e+02 | 1.85e-02 | 2.97e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  26   |  25   |  396  | +1.3475e+02 | 1.39e+02 | 1.84e-02 | 2.65e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  27   |  26   |  410  | +1.3421e+02 | 1.39e+02 | 1.83e-02 | 2.41e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  28   |  27   |  424  | +1.3370e+02 | 1.39e+02 | 1.82e-02 | 2.21e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  29   |  28   |  432  | +1.3326e+02 | 1.39e+02 | 1.81e-02 | 1.84e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  30   |  29   |  457  | +1.2641e+02 | 1.39e+02 | 4.25e-02 | 5.63e-04 | 1.00e+00 |  2.00e-02   |   4   |
|  31   |  30   |  480  | +1.2355e+02 | 1.39e+02 | 5.53e-02 | 1.20e-04 | 1.00e+00 |  2.00e-02   |   4   |
|  32   |  31   |  505  | +1.2251e+02 | 1.39e+02 | 5.79e-02 | 2.05e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  33   |  32   |  524  | +1.2195e+02 | 1.39e+02 | 5.86e-02 | 7.56e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  34   |  33   |  543  | +1.2149e+02 | 1.39e+02 | 5.87e-02 | 5.52e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  35   |  34   |  560  | +1.2109e+02 | 1.39e+02 | 5.85e-02 | 4.12e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  36   |  35   |  575  | +1.2074e+02 | 1.39e+02 | 5.85e-02 | 3.39e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  37   |  36   |  590  | +1.2040e+02 | 1.39e+02 | 5.84e-02 | 2.93e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  38   |  37   |  600  | +1.2006e+02 | 1.39e+02 | 5.79e-02 | 2.32e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  39   |  38   |  610  | +1.1974e+02 | 1.39e+02 | 5.76e-02 | 2.10e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  40   |  39   |  620  | +1.1944e+02 | 1.39e+02 | 5.73e-02 | 1.93e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  41   |  40   |  630  | +1.1914e+02 | 1.39e+02 | 5.69e-02 | 1.84e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  42   |  41   |  644  | +1.1886e+02 | 1.39e+02 | 5.64e-02 | 1.77e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  43   |  42   |  657  | +1.1859e+02 | 1.39e+02 | 5.56e-02 | 1.68e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  44   |  43   |  670  | +1.1833e+02 | 1.39e+02 | 5.46e-02 | 1.54e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  45   |  44   |  685  | +1.1808e+02 | 1.39e+02 | 5.39e-02 | 1.46e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  46   |  45   |  700  | +1.1784e+02 | 1.39e+02 | 5.31e-02 | 1.32e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  47   |  46   |  715  | +1.1760e+02 | 1.39e+02 | 5.23e-02 | 1.22e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  48   |  47   |  728  | +1.1736e+02 | 1.39e+02 | 5.13e-02 | 1.12e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  49   |  48   |  735  | +1.1713e+02 | 1.39e+02 | 5.06e-02 | 9.30e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  50   |  49   |  760  | +1.1404e+02 | 1.39e+02 | 4.18e-02 | 1.80e-04 | 1.00e+00 |  2.00e-02   |   4   |
|  51   |  50   |  781  | +1.1208e+02 | 1.39e+02 | 2.96e-02 | 8.93e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  52   |  51   |  807  | +1.1050e+02 | 1.39e+02 | 1.44e-02 | 8.27e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  53   |  52   |  881  | +1.0987e+02 | 1.39e+02 | 1.42e-02 | 1.56e-05 | 1.00e+00 |  2.00e-02   |   4   |
|  54   |  53   |  894  | +1.0955e+02 | 1.39e+02 | 1.40e-02 | 3.92e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  55   |  54   |  906  | +1.0927e+02 | 1.39e+02 | 1.39e-02 | 3.08e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  56   |  55   |  918  | +1.0901e+02 | 1.39e+02 | 1.37e-02 | 2.66e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  57   |  56   |  930  | +1.0877e+02 | 1.39e+02 | 1.35e-02 | 2.34e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  58   |  57   |  943  | +1.0853e+02 | 1.39e+02 | 1.34e-02 | 2.22e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  59   |  58   |  956  | +1.0831e+02 | 1.39e+02 | 1.32e-02 | 1.95e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  60   |  59   |  971  | +1.0809e+02 | 1.39e+02 | 1.30e-02 | 1.88e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  61   |  60   |  987  | +1.0790e+02 | 1.39e+02 | 1.29e-02 | 1.56e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  62   |  61   | 1004  | +1.0774e+02 | 1.39e+02 | 1.27e-02 | 1.25e-06 | 1.00e+00 |  2.00e-02   |   4   |
|  63   |  62   | 1020  | +1.0760e+02 | 1.39e+02 | 1.25e-02 | 9.89e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  64   |  63   | 1035  | +1.0749e+02 | 1.39e+02 | 1.24e-02 | 8.49e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  65   |  64   | 1050  | +1.0739e+02 | 1.39e+02 | 1.22e-02 | 7.75e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  66   |  65   | 1065  | +1.0730e+02 | 1.39e+02 | 1.20e-02 | 7.18e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  67   |  66   | 1080  | +1.0721e+02 | 1.39e+02 | 1.18e-02 | 6.82e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  68   |  67   | 1095  | +1.0713e+02 | 1.39e+02 | 1.16e-02 | 6.50e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  69   |  68   | 1110  | +1.0706e+02 | 1.39e+02 | 1.15e-02 | 6.18e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  70   |  69   | 1125  | +1.0699e+02 | 1.39e+02 | 1.13e-02 | 5.95e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  71   |  70   | 1140  | +1.0692e+02 | 1.39e+02 | 1.11e-02 | 5.74e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  72   |  71   | 1155  | +1.0685e+02 | 1.39e+02 | 1.09e-02 | 5.59e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  73   |  72   | 1163  | +1.0677e+02 | 1.39e+02 | 1.09e-02 | 5.30e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  74   |  73   | 1171  | +1.0669e+02 | 1.39e+02 | 1.09e-02 | 5.14e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  75   |  74   | 1179  | +1.0661e+02 | 1.39e+02 | 1.09e-02 | 4.98e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  76   |  75   | 1187  | +1.0653e+02 | 1.39e+02 | 1.10e-02 | 4.82e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  77   |  76   | 1195  | +1.0645e+02 | 1.39e+02 | 1.10e-02 | 4.68e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  78   |  77   | 1203  | +1.0638e+02 | 1.39e+02 | 1.10e-02 | 4.54e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  79   |  78   | 1211  | +1.0630e+02 | 1.39e+02 | 1.10e-02 | 4.42e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  80   |  79   | 1219  | +1.0623e+02 | 1.39e+02 | 1.11e-02 | 4.30e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  81   |  80   | 1227  | +1.0616e+02 | 1.39e+02 | 1.11e-02 | 4.19e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  82   |  81   | 1235  | +1.0609e+02 | 1.39e+02 | 1.11e-02 | 4.09e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  83   |  82   | 1243  | +1.0602e+02 | 1.39e+02 | 1.11e-02 | 3.99e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  84   |  83   | 1251  | +1.0596e+02 | 1.39e+02 | 1.11e-02 | 3.90e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  85   |  84   | 1259  | +1.0589e+02 | 1.39e+02 | 1.11e-02 | 3.81e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  86   |  85   | 1267  | +1.0583e+02 | 1.39e+02 | 1.11e-02 | 3.73e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  87   |  86   | 1276  | +1.0577e+02 | 1.39e+02 | 1.11e-02 | 3.75e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  88   |  87   | 1285  | +1.0571e+02 | 1.39e+02 | 1.11e-02 | 3.67e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  89   |  88   | 1294  | +1.0565e+02 | 1.39e+02 | 1.11e-02 | 3.59e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  90   |  89   | 1303  | +1.0559e+02 | 1.39e+02 | 1.11e-02 | 3.52e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  91   |  90   | 1314  | +1.0553e+02 | 1.39e+02 | 1.11e-02 | 3.77e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  92   |  91   | 1326  | +1.0547e+02 | 1.39e+02 | 1.11e-02 | 3.80e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  93   |  92   | 1338  | +1.0542e+02 | 1.39e+02 | 1.11e-02 | 3.58e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  94   |  93   | 1350  | +1.0536e+02 | 1.39e+02 | 1.11e-02 | 3.38e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  95   |  94   | 1363  | +1.0531e+02 | 1.39e+02 | 1.11e-02 | 3.29e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  96   |  95   | 1377  | +1.0526e+02 | 1.39e+02 | 1.10e-02 | 3.10e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  97   |  96   | 1391  | +1.0521e+02 | 1.39e+02 | 1.10e-02 | 2.95e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  98   |  98   | 1404  | +1.0521e+02 | 1.39e+01 | 1.10e-02 | 2.95e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  99   |  99   | 1417  | +1.0523e+02 | 1.39e+01 | 1.10e-02 | 3.07e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  100  |  101  | 1430  | +1.0523e+02 | 1.39e+00 | 1.10e-02 | 3.07e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  101  |  103  | 1443  | +1.0523e+02 | 6.97e-01 | 1.10e-02 | 3.07e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  102  |  104  | 1454  | +1.0524e+02 | 6.97e-01 | 1.10e-02 | 2.74e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  103  |  105  | 1465  | +1.0524e+02 | 6.97e-01 | 1.10e-02 | 2.66e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  104  |  106  | 1477  | +1.0523e+02 | 6.97e-01 | 1.10e-02 | 2.58e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  105  |  108  | 1489  | +1.0523e+02 | 3.48e-01 | 1.10e-02 | 2.58e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  106  |  109  | 1497  | +1.0519e+02 | 6.97e-01 | 1.09e-02 | 2.59e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  107  |  111  | 1508  | +1.0519e+02 | 3.48e-01 | 1.09e-02 | 2.59e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  108  |  112  | 1516  | +1.0515e+02 | 6.97e-01 | 1.09e-02 | 2.59e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  109  |  114  | 1527  | +1.0515e+02 | 3.48e-01 | 1.09e-02 | 2.59e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  110  |  115  | 1535  | +1.0512e+02 | 6.97e-01 | 1.09e-02 | 2.58e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  111  |  117  | 1546  | +1.0512e+02 | 3.48e-01 | 1.09e-02 | 2.58e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  112  |  118  | 1555  | +1.0508e+02 | 6.97e-01 | 1.08e-02 | 2.57e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  113  |  120  | 1566  | +1.0508e+02 | 3.48e-01 | 1.08e-02 | 2.57e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  114  |  121  | 1575  | +1.0504e+02 | 6.97e-01 | 1.08e-02 | 2.53e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  115  |  123  | 1586  | +1.0504e+02 | 3.48e-01 | 1.08e-02 | 2.53e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  116  |  124  | 1595  | +1.0500e+02 | 6.97e-01 | 1.07e-02 | 2.49e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  117  |  126  | 1607  | +1.0500e+02 | 3.48e-01 | 1.07e-02 | 2.49e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  118  |  127  | 1616  | +1.0496e+02 | 6.97e-01 | 1.07e-02 | 2.44e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  119  |  129  | 1628  | +1.0496e+02 | 3.48e-01 | 1.07e-02 | 2.44e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  120  |  130  | 1638  | +1.0492e+02 | 6.97e-01 | 1.06e-02 | 2.40e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  121  |  131  | 1644  | +1.0487e+02 | 1.24e+00 | 1.06e-02 | 2.18e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  122  |  132  | 1650  | +1.0483e+02 | 1.24e+00 | 1.06e-02 | 2.15e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  123  |  133  | 1656  | +1.0478e+02 | 1.24e+00 | 1.05e-02 | 2.13e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  124  |  134  | 1662  | +1.0473e+02 | 1.24e+00 | 1.05e-02 | 2.11e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  125  |  135  | 1668  | +1.0468e+02 | 1.24e+00 | 1.05e-02 | 2.09e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  126  |  136  | 1674  | +1.0464e+02 | 1.24e+00 | 1.04e-02 | 2.07e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  127  |  137  | 1680  | +1.0459e+02 | 1.24e+00 | 1.04e-02 | 2.05e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  128  |  139  | 1694  | +1.0459e+02 | 4.78e-01 | 1.04e-02 | 2.05e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  129  |  140  | 1700  | +1.0455e+02 | 1.19e+00 | 1.04e-02 | 2.05e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  130  |  142  | 1714  | +1.0455e+02 | 4.74e-01 | 1.04e-02 | 2.05e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  131  |  143  | 1725  | +1.0453e+02 | 4.74e-01 | 1.03e-02 | 2.48e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  132  |  144  | 1731  | +1.0448e+02 | 1.18e+00 | 1.02e-02 | 2.00e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  133  |  145  | 1737  | +1.0444e+02 | 1.18e+00 | 1.02e-02 | 1.98e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  134  |  146  | 1743  | +1.0440e+02 | 1.18e+00 | 1.02e-02 | 1.97e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  135  |  148  | 1757  | +1.0440e+02 | 4.53e-01 | 1.02e-02 | 1.97e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  136  |  149  | 1767  | +1.0437e+02 | 4.53e-01 | 1.01e-02 | 2.33e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  137  |  150  | 1773  | +1.0433e+02 | 1.17e+00 | 1.01e-02 | 1.93e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  138  |  152  | 1787  | +1.0433e+02 | 4.36e-01 | 1.01e-02 | 1.93e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  139  |  153  | 1797  | +1.0430e+02 | 4.36e-01 | 1.00e-02 | 2.21e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  140  |  154  | 1807  | +1.0428e+02 | 4.36e-01 | 9.94e-03 | 2.13e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  141  |  155  | 1813  | +1.0423e+02 | 1.16e+00 | 9.90e-03 | 1.88e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  142  |  156  | 1819  | +1.0419e+02 | 1.16e+00 | 9.86e-03 | 1.87e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  143  |  158  | 1833  | +1.0419e+02 | 4.05e-01 | 9.86e-03 | 1.87e-07 | 1.00e+00 |  2.00e-02   |   4   |
|  144  |  159  | 1843  | +1.0416e+02 | 4.05e-01 | 9.80e-03 | 2.05e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  145  |  160  | 1854  | +1.0413e+02 | 4.05e-01 | 9.75e-03 | 2.00e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  146  |  161  | 1865  | +1.0410e+02 | 4.05e-01 | 9.70e-03 | 1.95e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  147  |  163  | 1876  | +1.0410e+02 | 2.02e-01 | 9.70e-03 | 1.95e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  148  |  164  | 1884  | +1.0406e+02 | 4.05e-01 | 9.65e-03 | 1.85e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  149  |  166  | 1895  | +1.0406e+02 | 2.02e-01 | 9.65e-03 | 1.85e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  150  |  167  | 1903  | +1.0402e+02 | 4.05e-01 | 9.60e-03 | 1.84e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  151  |  169  | 1913  | +1.0402e+02 | 2.02e-01 | 9.60e-03 | 1.84e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  152  |  170  | 1920  | +1.0399e+02 | 4.05e-01 | 9.56e-03 | 1.83e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  153  |  172  | 1931  | +1.0399e+02 | 2.02e-01 | 9.56e-03 | 1.83e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  154  |  173  | 1938  | +1.0395e+02 | 4.05e-01 | 9.51e-03 | 1.83e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  155  |  175  | 1949  | +1.0395e+02 | 2.02e-01 | 9.51e-03 | 1.83e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  156  |  176  | 1956  | +1.0391e+02 | 4.05e-01 | 9.47e-03 | 1.82e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  157  |  178  | 1967  | +1.0391e+02 | 2.02e-01 | 9.47e-03 | 1.82e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  158  |  179  | 1974  | +1.0388e+02 | 4.05e-01 | 9.42e-03 | 1.81e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  159  |  181  | 1984  | +1.0388e+02 | 2.02e-01 | 9.42e-03 | 1.81e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  160  |  182  | 1991  | +1.0384e+02 | 4.05e-01 | 9.37e-03 | 1.81e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  161  |  184  | 2001  | +1.0384e+02 | 2.02e-01 | 9.37e-03 | 1.81e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  162  |  185  | 2008  | +1.0381e+02 | 4.05e-01 | 9.32e-03 | 1.80e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  163  |  187  | 2018  | +1.0381e+02 | 2.02e-01 | 9.32e-03 | 1.80e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  164  |  188  | 2025  | +1.0377e+02 | 4.05e-01 | 9.27e-03 | 1.80e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  165  |  190  | 2035  | +1.0377e+02 | 2.02e-01 | 9.27e-03 | 1.80e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  166  |  191  | 2042  | +1.0374e+02 | 4.05e-01 | 9.22e-03 | 1.79e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  167  |  193  | 2052  | +1.0374e+02 | 2.02e-01 | 9.22e-03 | 1.79e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  168  |  194  | 2059  | +1.0370e+02 | 4.05e-01 | 9.17e-03 | 1.79e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  169  |  196  | 2069  | +1.0370e+02 | 2.02e-01 | 9.17e-03 | 1.79e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  170  |  197  | 2076  | +1.0367e+02 | 4.05e-01 | 9.12e-03 | 1.78e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  171  |  199  | 2086  | +1.0367e+02 | 2.02e-01 | 9.12e-03 | 1.78e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  172  |  200  | 2093  | +1.0364e+02 | 4.05e-01 | 9.07e-03 | 1.78e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  173  |  202  | 2103  | +1.0364e+02 | 2.02e-01 | 9.07e-03 | 1.78e-07 | 1.00e+00 |  2.00e-02   |   2   |
|  174  |  203  | 2110  | +1.0360e+02 | 4.05e-01 | 9.01e-03 | 1.77e-07 | 1.00e+00 |  2.00e-02   |   2   |
